Description,Global ID,ISO 25010:2023 Category,Last Edited,Last Edited By,Normative Reference,Priority,Related Story,Req ID,Status,TR,TR ID,Type
File Optimization: The system must maintain a document size aligned with the normal distribution of reports without compromising legibility.,312,Performance Efficiency,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Resource utilization),Medium,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),NFR-312,Approved,,,NFR
Visual Fidelity: Graphic representations in the PDF document must retain the technical resolution necessary for analysis and professional printing.,313,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,PDF/A Image Resolution Standards,High,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),FR-313,Approved,,,FR
Temporal Persistence Management: Generated documents shall be stored under retention and protection policies aligned with institutional security.,314,Security,"September 24, 2026 8:12 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.10 (Information Deletion/Retention)",Medium,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),NFR-314,Approved,,,NFR
Document Security: The system shall allow optional protection of reports via encrypted passwords to ensure the confidentiality of strategic information.,315,Security,"September 24, 2026 8:12 AM",juan david julio serrano,PDF/A Encryption Standards,Medium,PDF Report Export (https://app.notion.com/p/PDF-Report-Export-39287c56a828804f9042ef70aee4d487?pvs=21),NFR-315,Approved,,,NFR
"The system shall expose a programmatic interface (API) for the extraction of KPI datasets, allowing the consumption of information by external Business Intelligence tools.",316,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,RESTful API Design Patterns,High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),FR-316,Approved,,,FR
Data API access shall require secure authentication mechanisms via revocable access keys with defined validity periods.,317,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,OAuth 2.0 / API Security Best Practices,High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),FR-317,Approved,,,FR
The system shall implement rate limiting on data interfaces to guarantee service availability and prevent consumption abuse.,318,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,API Gateway / Rate Limiting Patterns,High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),FR-318,Approved,,,FR
"The API shall provide structured metadata regarding the data schema, facilitating automatic mapping in external visualization tools.",319,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,OpenAPI Specification (OAS),High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),FR-319,Approved,,,FR
"The system shall offer automated technical API documentation, accessible only to authorized operational or managerial users.",320,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,OpenAPI Specification (OAS) / Swagger,High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),FR-320,Approved,,,FR
The system shall implement an API versioning strategy to ensure backward compatibility during technical core updates.,321,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,API Versioning Best Practices,High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),FR-321,Approved,,,FR
"Interface Performance: Export API queries must resolve in < 2 seconds, even for requests involving extensive historical data ranges.",322,Performance Efficiency,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),NFR-322,Approved,,,NFR
"Security Standards: Data interfaces must comply with protection protocols against common attacks (e.g., OWASP Top 10) and restricted origin access configurations.",323,Security,"September 24, 2026 8:12 AM",juan david julio serrano,OWASP API Security Top 10,High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),NFR-323,Approved,,,NFR
Transit Security: All technical information transfers via the API shall operate under robust network encryption protocols.,324,Security,"September 24, 2026 8:12 AM",juan david julio serrano,NIST SP 800-52 (Guidelines for the Selection and Use of TLS),High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),NFR-324,Approved,,,NFR
Service Continuity: The API infrastructure must guarantee industrial availability levels to support real-time decision-making processes.,325,Reliability,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Reliability (Availability),High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),NFR-325,Approved,,,NFR
Overload Management: The system shall implement traffic regulation strategies to mitigate the effects of demand spikes or denial-of-service attempts.,326,Security,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Security (Accountability/Resistance),High,Data Synchronization with BI Tools (https://app.notion.com/p/Data-Synchronization-with-BI-Tools-39287c56a82880e8ae56f4aa70cc4064?pvs=21),NFR-326,Approved,,,NFR
The system shall execute periodic analysis of the failure history and maintenance activity to generate frequency optimization suggestions.,327,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,Reliability-Centered Maintenance (RCM) Principles,High,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),FR-327,Approved,,,FR
"The system shall provide a suggestions visualization dashboard, allowing recommendations to be filtered by Equipment Unit criticality and operational area.",328,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Information Filtering,High,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),FR-328,Approved,,,FR
"The system shall categorize recommendations based on detected reliability, allowing proactive adjustment actions on the master plan.",329,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,Reliability-Centered Maintenance (RCM) Principles,High,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),FR-329,Approved,,,FR
The application of any suggested frequency change shall require a formal adjustment request with mandatory technical approval.,330,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,"ISO 55001:2014, Clause 8.1 — Operational control",High,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),FR-330,Approved,,,FR
"The system shall allow the justified dismissal of suggestions, consolidating reasons to improve future recommendation criteria.",331,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,Continuous Improvement / AI Feedback Loops,Medium,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),FR-331,Approved,,,FR
The system shall calculate an estimation of the economic or operational impact derived from the implementation of PMO suggestions.,332,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,"ISO 55001:2014, Clause 6.2 — Asset management objectives",Medium,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),FR-332,Approved,,,FR
Analysis Efficiency: Asset optimization calculation processes must complete within time windows that do not interfere with operational availability.,333,Performance Efficiency,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Capacity),High,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),NFR-333,Approved,,,NFR
Algorithmic Transparency: Each suggestion must be accompanied by the technical backing indicators that justify the change recommendation.,334,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Functional Suitability (Appropriateness),High,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),FR-334,Approved,,,FR
Sample Validation: The system shall only issue recommendations when the historical record reaches the defined minimum threshold of temporal representativeness.,335,Functional Suitability,"September 24, 2026 8:12 AM",juan david julio serrano,ISO/IEC 25010:2023 — Functional Suitability (Accuracy),High,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),FR-335,Approved,,,FR
UI Interactivity: Access and navigation through optimization suggestions must be agile to facilitate periodic managerial review.,336,Interaction Capability,"September 24, 2026 8:16 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Navigation & Interactivity,High,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),NFR-336,Approved,,,NFR
Access Control: Optimization approval functionalities shall be restricted to profiles with validated technical authority.,337,Security,"September 24, 2026 8:16 AM",juan david julio serrano,NIST SP 800-192 (RBAC Framework),High,Optimization Suggestions (PMO) (https://app.notion.com/p/Optimization-Suggestions-PMO-39287c56a82880249b32f2be7a7412c7?pvs=21),NFR-337,Approved,,,NFR
"The system shall provide a global configuration interface structured into functional sections such as corporate identity, regional preferences, and retention policies.",338,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Information Architecture,High,General System Configuration (https://app.notion.com/p/General-System-Configuration-39287c56a82880699e90ed2551370355?pvs=21),FR-338,Approved,,,FR
"The system shall allow the customization of the platform's visual identity elements, including the upload of institutional logotypes.",339,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,White-labeling UX Design Patterns,Low,General System Configuration (https://app.notion.com/p/General-System-Configuration-39287c56a82880699e90ed2551370355?pvs=21),FR-339,Approved,,,FR
The system shall allow the configuration of regional parameters to ensure the display of dates and times is coherent with the plant's geographical location.,340,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,ISO 8601 (Date and Time Formats),High,General System Configuration (https://app.notion.com/p/General-System-Configuration-39287c56a82880699e90ed2551370355?pvs=21),FR-340,Approved,,,FR
